CRM_chr3R_943382_943881,CRM_chr3R_944218_944717,1
CRM_chr3R_2585043_2585542,CRM_chr3R_2585784_2586283,1
CRM_chr3R_4255617_4256971,CRM_chr3R_4294601_4297640,1
CRM_chr3R_4286891_4289054,CRM_chr3R_4294601_4297640,1
CRM_chr3R_4286891_4289054,CRM_chr3R_4298352_4300056,1
CRM_chr3R_4294601_4297640,CRM_chr3R_4298352_4300056,1
CRM_chr3R_4319352_4319851,CRM_chr3R_4320198_4320698,1
CRM_chr3R_4594933_4597146,CRM_chr3R_4597163_4597663,1
CRM_chr3R_4594933_4597146,CRM_chr3R_4602622_4605472,1
CRM_chr3R_4598979_4603362,CRM_chr3R_4606792_4609593,1
CRM_chr3R_4602622_4605472,CRM_chr3R_4606792_4609593,1
CRM_chr3R_4594933_4597146,CRM_chr3R_4606792_4609593,1
CRM_chr3R_4598979_4603362,CRM_chr3R_4610750_4612560,1
CRM_chr3R_4606792_4609593,CRM_chr3R_4610750_4612560,1
CRM_chr3R_4602622_4605472,CRM_chr3R_4610750_4612560,1
CRM_chr3R_4606792_4609593,CRM_chr3R_4612279_4614294,1
CRM_chr3R_4606792_4609593,CRM_chr3R_4615340_4618459,1
CRM_chr3R_4594933_4597146,CRM_chr3R_4615340_4618459,1
CRM_chr3R_4598979_4603362,CRM_chr3R_4615340_4618459,1
CRM_chr3R_4602622_4605472,CRM_chr3R_4615340_4618459,1
CRM_chr3R_4612279_4614294,CRM_chr3R_4615340_4618459,1
CRM_chr3R_4598979_4603362,CRM_chr3R_4617714_4621361,1
CRM_chr3R_4612279_4614294,CRM_chr3R_4617714_4621361,1
CRM_chr3R_4610750_4612560,CRM_chr3R_4617714_4621361,1
CRM_chr3R_4602622_4605472,CRM_chr3R_4617714_4621361,1
CRM_chr3R_4606792_4609593,CRM_chr3R_4617714_4621361,1
CRM_chr3R_4615340_4618459,CRM_chr3R_4620426_4622552,1
CRM_chr3R_4612279_4614294,CRM_chr3R_4620426_4622552,1
CRM_chr3R_4617714_4621361,CRM_chr3R_4628322_4630172,1
CRM_chr3R_4627421_4627931,CRM_chr3R_4628322_4630172,1
CRM_chr3R_4615340_4618459,CRM_chr3R_4628322_4630172,1
CRM_chr3R_4617714_4621361,CRM_chr3R_4630465_4631846,1
CRM_chr3R_4620426_4622552,CRM_chr3R_4630465_4631846,1
