CRM_chr2R_4787526_4788025,CRM_chr2R_4786786_4787285,1
CRM_chr2R_4787574_4788074,CRM_chr2R_4786786_4787285,1
CRM_chr2R_4837612_4838111,CRM_chr2R_4836737_4837236,1
CRM_chr2R_13222994_13225131,CRM_chr2R_13221067_13222646,1
CRM_chr2R_13224347_13225349,CRM_chr2R_13223319_13223818,1
CRM_chr2R_13224347_13225349,CRM_chr2R_13223372_13223872,1
CRM_chr2R_13224347_13225349,CRM_chr2R_13221951_13224268,1
CRM_chr2R_13272742_13273112,CRM_chr2R_13269468_13272680,1
CRM_chr2R_13275370_13277471,CRM_chr2R_13273954_13275186,1
CRM_chr2R_13277549_13278001,CRM_chr2R_13275370_13277471,1
CRM_chr2R_13278117_13279905,CRM_chr2R_13275370_13277471,1
CRM_chr2R_13278117_13279905,CRM_chr2R_13277549_13278001,1
CRM_chr2R_13284826_13288473,CRM_chr2R_13279005_13282749,1
CRM_chr2R_13289956_13293781,CRM_chr2R_13284826_13288473,1
CRM_chr2R_13289956_13293781,CRM_chr2R_13279005_13282749,1
CRM_chr2R_13295702_13297165,CRM_chr2R_13293250_13295320,1
CRM_chr2R_13334806_13335304,CRM_chr2R_13332552_13334735,1
CRM_chr2R_13334820_13335320,CRM_chr2R_13332552_13334735,1
CRM_chr2R_13336586_13337086,CRM_chr2R_13334316_13336548,1
CRM_chr2R_13336743_13338243,CRM_chr2R_13334316_13336548,1
CRM_chr2R_13337460_13337960,CRM_chr2R_13337015_13337414,1
CRM_chr2R_13337460_13337960,CRM_chr2R_13336586_13337086,1
CRM_chr2R_13337460_13337960,CRM_chr2R_13336545_13337043,1
CRM_chr2R_13337604_13337882,CRM_chr2R_13337015_13337414,1
CRM_chr2R_13337604_13337882,CRM_chr2R_13336545_13337043,1
CRM_chr2R_13337604_13337882,CRM_chr2R_13336586_13337086,1
CRM_chr2R_13337917_13338316,CRM_chr2R_13337604_13337882,1
CRM_chr2R_13343696_13344196,CRM_chr2R_13342852_13343352,1
CRM_chr2R_6686759_6687163,CRM_chr2R_6685749_6686702,1
CRM_chr2R_6690264_6692339,CRM_chr2R_6688473_6689911,1
CRM_chr2R_6715434_6715833,CRM_chr2R_6714415_6714914,1
CRM_chr2R_6750004_6750504,CRM_chr2R_6749491_6749890,1
CRM_chr2R_6750111_6750611,CRM_chr2R_6749578_6750078,1
CRM_chr2R_6750111_6750611,CRM_chr2R_6749491_6749890,1
CRM_chr2R_6750297_6750796,CRM_chr2R_6749491_6749890,1
CRM_chr2R_6750297_6750796,CRM_chr2R_6749578_6750078,1
CRM_chr2R_6750638_6751138,CRM_chr2R_6750004_6750504,1
CRM_chr2R_6750638_6751138,CRM_chr2R_6750111_6750611,1
CRM_chr2R_6751333_6751833,CRM_chr2R_6750638_6751138,1
CRM_chr2R_6751333_6751833,CRM_chr2R_6750297_6750796,1
CRM_chr2R_6751452_6751851,CRM_chr2R_6750638_6751138,1
CRM_chr2R_6788752_6789252,CRM_chr2R_6788156_6788655,1
CRM_chr2R_6788752_6789252,CRM_chr2R_6788143_6788643,1
CRM_chr2R_6788752_6789252,CRM_chr2R_6788206_6788605,1
CRM_chr2R_6822761_6826607,CRM_chr2R_6817017_6820552,1
CRM_chr2R_6822764_6824910,CRM_chr2R_6817017_6820552,1
CRM_chr2R_6828381_6830496,CRM_chr2R_6825440_6828054,1
CRM_chr2R_6830023_6832677,CRM_chr2R_6828610_6829566,1
CRM_chr2R_6832906_6833647,CRM_chr2R_6830023_6832677,1
CRM_chr2R_6836036_6836568,CRM_chr2R_6834893_6835517,1
CRM_chr2R_6872522_6872921,CRM_chr2R_6872014_6872514,1
CRM_chr2R_6872528_6873028,CRM_chr2R_6872014_6872514,1
CRM_chr2R_6872522_6872921,CRM_chr2R_6871835_6872334,1
CRM_chr2R_6872528_6873028,CRM_chr2R_6871835_6872334,1
CRM_chr2R_8860355_8862881,CRM_chr2R_8857064_8859981,1
CRM_chr2R_8862972_8865881,CRM_chr2R_8862443_8862942,1
CRM_chr2R_8862972_8865881,CRM_chr2R_8860355_8862881,1
CRM_chr2R_8866032_8867028,CRM_chr2R_8862972_8865881,1
CRM_chr2R_8878586_8879261,CRM_chr2R_8877594_8878162,1
CRM_chr2R_8882390_8883107,CRM_chr2R_8881915_8882330,1
CRM_chr2R_8949157_8949656,CRM_chr2R_8948453_8948953,1
CRM_chr2R_8949134_8949634,CRM_chr2R_8948453_8948953,1
CRM_chr2R_8964459_8965283,CRM_chr2R_8951078_8963330,1
CRM_chr2R_8964459_8965283,CRM_chr2R_8963971_8964383,1
CRM_chr2R_8965455_8968191,CRM_chr2R_8964459_8965283,1
CRM_chr2R_8965455_8968191,CRM_chr2R_8951078_8963330,1
CRM_chr2R_9056684_9057183,CRM_chr2R_9054330_9056577,1
CRM_chr2R_9056684_9057183,CRM_chr2R_9056239_9056638,1
CRM_chr2R_9057477_9057977,CRM_chr2R_9056684_9057183,1
CRM_chr2R_9069236_9069635,CRM_chr2R_9065735_9068707,1
CRM_chr2R_9069601_9071855,CRM_chr2R_9065735_9068707,1
CRM_chr2R_9075917_9076421,CRM_chr2R_9075059_9075899,1
CRM_chr2R_15047057_15047456,CRM_chr2R_15044515_15046731,1
CRM_chr2R_15060773_15064760,CRM_chr2R_15057259_15060509,1
CRM_chr2R_15077713_15080238,CRM_chr2R_15073426_15077181,1
CRM_chr2R_15077713_15080238,CRM_chr2R_15077132_15077632,1
CRM_chr2R_15084589_15085089,CRM_chr2R_15080894_15084553,1
CRM_chr2R_15091963_15094066,CRM_chr2R_5847402_5851249,1
CRM_chr2R_15091963_15094066,CRM_chr2R_5850474_5852997,1
CRM_chr2R_15091963_15094066,CRM_chr2R_5850382_5852542,1
CRM_chr2R_15091963_15094066,CRM_chr2R_15084589_15085089,1
CRM_chr2R_15092206_15094808,CRM_chr2R_15084589_15085089,1
CRM_chr2R_15094234_15097247,CRM_chr2R_15091963_15094066,1
CRM_chr2R_15096314_15100274,CRM_chr2R_15095737_15096237,1
CRM_chr2R_15096314_15100274,CRM_chr2R_15095492_15095891,1
CRM_chr2R_15096314_15100274,CRM_chr2R_15093725_15095906,1
CRM_chr2R_15100447_15104296,CRM_chr2R_15096314_15100274,1
CRM_chr2R_15100735_15102903,CRM_chr2R_15096314_15100274,1
CRM_chr2R_15103165_15105855,CRM_chr2R_15100735_15102903,1
CRM_chr2R_15105867_15108076,CRM_chr2R_15103165_15105855,1
CRM_chr2R_15115604_15119360,CRM_chr2R_15112273_15115508,1
CRM_chr2R_15129112_15132768,CRM_chr2R_15115604_15119360,1
CRM_chr2R_15129425_15131574,CRM_chr2R_15115604_15119360,1
CRM_chr2R_15129425_15131574,CRM_chr2R_15128666_15129165,1
CRM_chr2R_15132901_15135080,CRM_chr2R_15129112_15132768,1
CRM_chr2R_15133582_15137531,CRM_chr2R_15132301_15133413,1
CRM_chr2R_15133582_15137531,CRM_chr2R_15129112_15132768,1
CRM_chr2R_15133582_15137531,CRM_chr2R_15129425_15131574,1
CRM_chr2R_15133582_15137531,CRM_chr2R_15115604_15119360,1
CRM_chr2R_15134638_15136824,CRM_chr2R_15130879_15134231,1
CRM_chr2R_15134638_15136824,CRM_chr2R_15132109_15134353,1
CRM_chr2R_15134638_15136824,CRM_chr2R_15129112_15132768,1
CRM_chr2R_15135252_15135651,CRM_chr2R_15132901_15135080,1
CRM_chr2R_15135261_15135760,CRM_chr2R_15132901_15135080,1
CRM_chr2R_15135336_15135836,CRM_chr2R_15132901_15135080,1
CRM_chr2R_15136930_15138203,CRM_chr2R_15130879_15134231,1
CRM_chr2R_15136930_15138203,CRM_chr2R_15134638_15136824,1
CRM_chr2R_15136930_15138203,CRM_chr2R_15136174_15136674,1
CRM_chr2R_15136930_15138203,CRM_chr2R_15132109_15134353,1
CRM_chr2R_15137296_15137796,CRM_chr2R_15136174_15136674,1
CRM_chr2R_15137296_15137796,CRM_chr2R_15134638_15136824,1
CRM_chr2R_15137305_15137804,CRM_chr2R_15136174_15136674,1
CRM_chr2R_15137305_15137804,CRM_chr2R_15134638_15136824,1
CRM_chr2R_15140043_15141870,CRM_chr2R_15133582_15137531,1
CRM_chr2R_15140043_15141870,CRM_chr2R_15134638_15136824,1
CRM_chr2R_15140043_15141870,CRM_chr2R_15129112_15132768,1
CRM_chr2R_15159435_15162014,CRM_chr2R_15156180_15159110,1
CRM_chr2R_15161176_15164970,CRM_chr2R_15157813_15160775,1
CRM_chr2R_15164993_15168552,CRM_chr2R_15161176_15164970,1
CRM_chr2R_15165215_15165715,CRM_chr2R_15161176_15164970,1
CRM_chr2R_15164993_15168552,CRM_chr2R_15152569_15154934,1
CRM_chr2R_15182105_15185744,CRM_chr2R_15174601_15177431,1
CRM_chr2R_15205494_15207993,CRM_chr2R_15204379_15205207,1
CRM_chr2R_15207593_15209838,CRM_chr2R_15204379_15205207,1
CRM_chr2R_15240712_15241212,CRM_chr2R_15239841_15240340,1
CRM_chr2R_15240712_15241212,CRM_chr2R_15239850_15240350,1
CRM_chr2R_15249457_15252688,CRM_chr2R_15244654_15248440,1
CRM_chr2R_15252931_15253330,CRM_chr2R_15249457_15252688,1
CRM_chr2R_15252984_15254075,CRM_chr2R_15249457_15252688,1
CRM_chr2R_15253059_15253559,CRM_chr2R_15249457_15252688,1
CRM_chr2R_8349788_8351942,CRM_chr2R_8348880_8349380,1
CRM_chr2R_8352148_8352648,CRM_chr2R_8349788_8351942,1
CRM_chr2R_8384491_8384890,CRM_chr2R_8381194_8384334,1
CRM_chr2R_8393709_8394602,CRM_chr2R_8391678_8393581,1
CRM_chr2R_8476630_8479353,CRM_chr2R_8475527_8476578,1
CRM_chr2R_8479418_8479886,CRM_chr2R_8476630_8479353,1
CRM_chr2R_8483750_8486213,CRM_chr2R_8483216_8483631,1
CRM_chr2R_8486223_8486869,CRM_chr2R_8483750_8486213,1
CRM_chr2R_8486963_8489272,CRM_chr2R_8486223_8486869,1
CRM_chr2R_8492386_8493270,CRM_chr2R_8489203_8490590,1
CRM_chr2R_8497679_8499787,CRM_chr2R_8495563_8497507,1
CRM_chr2R_8503055_8505131,CRM_chr2R_8499733_8503050,1
CRM_chr2R_8506611_8508680,CRM_chr2R_8502489_8506340,1
CRM_chr2R_8512172_8514769,CRM_chr2R_8511647_8512146,1
CRM_chr2R_8513733_8515829,CRM_chr2R_8510447_8513524,1
CRM_chr2R_8532679_8533177,CRM_chr2R_8528743_8532544,1
CRM_chr2R_8537404_8539487,CRM_chr2R_8533745_8536819,1
CRM_chr2R_22615890_22619833,CRM_chr2R_22609443_22615304,1
CRM_chr2R_22622275_22624852,CRM_chr2R_22609443_22615304,1
CRM_chr2R_22622275_22624852,CRM_chr2R_22621077_22622208,1
CRM_chr2R_22623870_22627580,CRM_chr2R_22615890_22619833,1
CRM_chr2R_22623870_22627580,CRM_chr2R_22609443_22615304,1
CRM_chr2R_22666151_22666650,CRM_chr2R_22665424_22665823,1
CRM_chr2R_22681766_22683023,CRM_chr2R_22680826_22681225,1
CRM_chr2R_22681766_22683023,CRM_chr2R_22680816_22681315,1
CRM_chr2R_22681766_22683023,CRM_chr2R_22680758_22681258,1
CRM_chr2R_22686509_22687009,CRM_chr2R_22685829_22686328,1
CRM_chr2R_22686509_22687009,CRM_chr2R_22685879_22686379,1
CRM_chr2R_22686509_22687009,CRM_chr2R_22686079_22686478,1
CRM_chr2R_22689236_22689736,CRM_chr2R_22688934_22688983,1
CRM_chr2R_22689385_22690859,CRM_chr2R_22688934_22688983,1
